,Date,Date,HomeTeam,AwayTeam,Helper,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,HomeTeamLP,AwayTeamLP,MW,HTFormPtsStr,ATFormPtsStr,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts,DiffLP,B365H,B365D,B365A,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA,#N/A
758,10/2004,10/2004,Norwich,Everton,10/2004 Norwich Everton,2,3,NH,7,10,14,7,0.6,1.9,D,D,L,D,D,W,L,W,W,W,18,17,10,DDLDD,WLWWW,4,12,0,0,0,0,1,0,0,0,-0.7,0.3,-1.3,-0.8,1,2.75,3.2,2.5,2.7,2.9,2.4,2.62,2.88,2.5,2.75,2.9,2.4,#N/A
759,10/2004,10/2004,Tottenham Hotspur,Bolton,10/2004 Tottenham Hotspur Bolton,1,2,NH,5,14,4,11,1.3,1.5,L,W,L,D,D,W,L,D,D,D,15,8,10,LWLDD,WLDDD,5,6,0,0,0,0,0,0,0,0,0.1,0.3,-0.2,-0.1,7,1.9,3.25,4,1.9,3.1,3.5,1.8,3.25,3.75,1.83,3.2,3.75,#N/A
760,10/2004,10/2004,Manchester United,Arsenal,10/2004 Manchester United Arsenal,2,0,H,9,29,7,8,1.4,2.5,D,D,W,W,D,W,W,W,D,W,3,1,10,DDWWD,WWWDW,9,13,0,0,0,0,0,0,0,0,0.2,2.1,-1.1,-0.4,2,2.62,3,2.75,2.5,3,2.5,2.5,3.2,2.5,2.4,3.1,2.6,#N/A
761,10/2004,10/2004,Middlesbrough,Portsmouth,10/2004 Middlesbrough Portsmouth,1,1,NH,16,13,12,12,1.4,1.2,W,D,L,L,W,D,W,D,L,L,11,13,10,WDLLW,DWDLL,7,5,0,0,0,0,0,0,0,0,0.4,0.1,0.2,0.2,-2,1.66,3.4,5.5,1.6,3.4,4.6,1.62,3.25,5,1.66,3.3,4.5,#N/A
762,10/2004,10/2004,Newcastle United,Manchester City,10/2004 Newcastle United Manchester City,4,3,H,17,9,14,7,1.3,1.1,D,D,W,W,W,W,D,L,W,L,5,16,10,DDWWW,WDLWL,11,7,1,0,0,0,0,0,0,0,0.3,0.2,0.2,0.4,-11,1.66,3.4,5.5,1.65,3.3,4.4,1.62,3.5,4.5,1.66,3.3,4.5,#N/A
763,10/2004,10/2004,Southampton,Birmingham,10/2004 Southampton Birmingham,0,0,NH,6,7,12,9,0.5,0.8,L,D,L,L,D,D,D,D,D,L,12,10,10,LDLLD,DDDDL,2,4,0,0,0,0,0,0,0,0,-0.6,-0.2,-0.3,-0.2,2,2.5,3.2,2.75,2.4,2.9,2.7,2.38,3.2,2.6,2.4,3.1,2.6,#N/A
764,10/2004,10/2004,Arsenal,Southampton,10/2004 Arsenal Southampton,2,2,NH,29,6,8,12,2.5,0.5,W,W,W,D,W,L,D,L,L,D,1,12,10,WWWDW,LDLLD,13,2,0,0,0,0,0,0,0,0,2.1,-0.6,2,1.1,-11,1.16,6.5,15,1.2,5,10,1.17,5.5,12,1.16,5.5,12,#N/A
765,10/2004,10/2004,Birmingham,Crystal Palace,10/2004 Birmingham Crystal Palace,0,1,NH,7,11,9,15,0.8181818182,0.7272727273,D,D,D,D,D,W,L,W,D,L,10,18,11,DDDDD,WLWDL,5,7,0,0,0,0,0,0,0,0,-0.1818181818,-0.3636363636,0.09090909091,-0.1818181818,-8,1.83,3.25,4.5,1.7,3.2,4.2,1.67,3.25,4.5,1.72,3.2,4.33,#N/A
766,10/2004,10/2004,Blackburn,Liverpool,10/2004 Blackburn Liverpool,2,2,NH,7,18,22,10,0.5454545455,1.545454545,L,L,D,L,W,D,W,W,L,W,15,4,11,LLDLW,DWWLW,4,10,0,0,0,0,0,0,0,0,-1.363636364,0.7272727273,-1,-0.5454545455,11,5,3.1,1.8,3.6,3.1,1.85,4.33,3.2,1.73,3.75,3.2,1.83,#N/A
767,10/2004,10/2004,Charlton,Middlesbrough,10/2004 Charlton Middlesbrough,1,2,NH,9,17,17,13,1.090909091,1.363636364,L,D,L,W,D,D,W,D,L,L,7,11,11,LDLWD,DWDLL,5,5,0,0,0,0,0,0,0,0,-0.7272727273,0.3636363636,-0.2727272727,0,-4,2.6,3.2,2.62,2.4,2.9,2.7,2.25,3.2,2.75,2.37,3,2.7,#N/A
768,10/2004,10/2004,Everton,Aston Villa,10/2004 Everton Aston Villa,1,1,NH,13,13,9,12,2,1.272727273,W,W,L,W,W,W,L,D,D,D,17,6,11,WWLWW,WLDDD,12,6,0,0,0,0,0,0,0,0,0.3636363636,0.09090909091,0.7272727273,0.5454545455,11,2.1,3.2,3.5,2,3.1,3.2,2.1,3,3.2,2,3,3.4,#N/A
769,10/2004,10/2004,Fulham,Tottenham Hotspur,10/2004 Fulham Tottenham Hotspur,2,0,H,10,6,19,6,0.7272727273,1.181818182,L,L,L,W,D,L,L,W,L,D,9,15,11,LLLWD,LLWLD,4,4,0,0,0,0,0,0,0,0,-0.8181818182,0,-0.4545454545,0,-6,2.5,3.2,2.75,2.4,2.9,2.7,2.5,3.2,2.5,2.5,2.9,2.62,#N/A
770,10/2004,10/2004,Portsmouth,Manchester United,10/2004 Portsmouth Manchester United,2,0,H,15,11,12,7,1.363636364,1.545454545,W,D,W,D,L,W,D,D,W,W,13,3,11,WDWDL,WDDWW,8,11,0,0,0,0,0,0,0,0,0.2727272727,0.3636363636,-0.1818181818,-0.2727272727,10,5.5,3.4,1.66,4.4,3.3,1.65,4.5,3.25,1.67,4.5,3.3,1.66,#N/A
771,10/2004,10/2004,West Brom,Chelsea,10/2004 West Brom Chelsea,1,4,NH,8,12,16,2,0.7272727273,2.090909091,L,D,W,L,D,W,L,W,W,D,18,2,11,LDWLD,WLWWD,5,10,0,0,0,0,0,0,0,0,-0.7272727273,0.9090909091,-1.363636364,-0.4545454545,16,7.5,4,1.44,5.4,3.8,1.45,7,3.75,1.4,6.5,3.6,1.44,#N/A
772,10/2004,10/2004,Bolton,Newcastle United,10/2004 Bolton Newcastle United,2,1,H,16,21,12,17,1.636363636,1.454545455,W,W,L,D,D,W,D,D,W,W,8,5,11,WWLDD,WDDWW,8,11,0,0,0,0,0,0,0,0,0.3636363636,0.3636363636,0.1818181818,-0.2727272727,3,2.5,3.2,2.75,2.4,2.9,2.7,2.38,3.2,2.6,2.4,3.1,2.6,#N/A
773,11/2004,11/2004,Manchester City,Norwich,11/2004 Manchester City Norwich,1,1,NH,12,9,11,17,1,0.5454545455,L,W,D,L,W,L,D,D,L,D,16,18,11,LWDLW,LDDLD,7,3,0,0,0,0,0,0,0,0,0.09090909091,-0.7272727273,0.4545454545,0.3636363636,-2,1.72,3.4,5,1.65,3.3,4.4,1.62,3.25,5,1.66,3.1,5,#N/A
774,11/2004,11/2004,Aston Villa,Portsmouth,11/2004 Aston Villa Portsmouth,3,0,H,13,15,12,12,1.272727273,1.363636364,W,L,D,D,D,W,D,W,D,L,6,13,11,WLDDD,WDWDL,6,8,0,0,0,0,0,0,0,0,0.09090909091,0.2727272727,-0.09090909091,-0.1818181818,-7,1.83,3.3,4.33,1.8,3.1,3.8,1.73,3.2,4.33,1.8,3.1,4,#N/A
775,11/2004,11/2004,Chelsea,Everton,11/2004 Chelsea Everton,1,0,H,16,14,3,10,2.166666667,1.916666667,W,W,L,W,W,D,W,W,L,W,2,17,12,WWLWW,DWWLW,12,10,0,0,0,0,0,0,0,0,1.083333333,0.3333333333,0.25,0.1666666667,-15,1.4,4,9,1.4,3.9,6,1.4,3.75,7,1.4,3.75,7,#N/A
776,11/2004,11/2004,Crystal Palace,Arsenal,11/2004 Crystal Palace Arsenal,1,1,NH,12,31,15,12,0.9166666667,2.166666667,W,W,L,W,D,D,L,W,W,W,18,1,12,WWLWD,DLWWW,10,10,0,0,0,0,1,0,0,0,-0.25,1.583333333,-1.25,0,17,7.5,4,1.44,5.4,3.8,1.45,7,3.75,1.4,7,4,1.36,#N/A
777,11/2004,11/2004,Liverpool,Birmingham,11/2004 Liverpool Birmingham,0,1,NH,18,7,11,10,1.416666667,0.75,L,D,W,W,L,L,D,D,D,D,4,10,12,LDWWL,LDDDD,7,4,0,0,0,0,0,0,0,0,0.5833333333,-0.25,0.6666666667,0.25,-6,1.5,3.6,7.5,1.5,3.7,5,1.44,3.6,6.5,1.44,3.6,6.5,#N/A
778,11/2004,11/2004,Norwich,Blackburn,11/2004 Norwich Blackburn,1,1,NH,10,9,18,24,0.5833333333,0.5833333333,D,L,D,D,L,D,L,L,D,L,18,15,12,DLDDL,DLLDL,3,2,0,0,0,0,0,0,0,0,-0.6666666667,-1.25,0,0.08333333333,3,2.3,3.25,3,2.2,3,2.9,2.25,3.2,2.75,2.2,3.2,2.8,#N/A
779,11/2004,11/2004,Southampton,West Brom,11/2004 Southampton West Brom,2,2,NH,8,9,14,20,0.5833333333,0.6666666667,D,D,L,D,L,L,L,D,W,L,12,18,12,DDLDL,LLDWL,3,4,0,0,0,0,0,0,0,0,-0.5,-0.9166666667,-0.08333333333,-0.08333333333,-6,2,3.2,3.75,1.9,3.1,3.5,1.83,3,4,2,3.1,3.3,#N/A
780,11/2004,11/2004,Tottenham Hotspur,Charlton,11/2004 Tottenham Hotspur Charlton,2,3,NH,6,10,8,19,1.083333333,1,L,L,L,W,L,L,L,D,L,W,15,7,12,LLLWL,LLDLW,3,4,0,0,0,0,0,0,0,0,-0.1666666667,-0.75,0.08333333333,-0.08333333333,8,1.9,3.1,4.33,1.9,3.1,3.5,1.73,3.2,4.33,1.83,3.2,3.75,#N/A
781,11/2004,11/2004,Manchester United,Manchester City,11/2004 Manchester United Manchester City,0,0,NH,11,13,9,12,1.416666667,1,L,W,D,D,W,D,L,W,D,L,3,16,12,LWDDW,DLWDL,8,5,0,0,0,0,0,0,0,0,0.1666666667,0.08333333333,0.4166666667,0.25,-13,1.4,4,9,1.45,3.8,5.4,1.44,3.6,6.5,1.4,3.75,7,#N/A
782,11/2004,11/2004,Middlesbrough,Bolton,11/2004 Middlesbrough Bolton,1,1,NH,19,18,14,13,1.5,1.75,W,D,W,D,L,W,W,W,L,D,11,8,12,WDWDL,WWWLD,8,10,0,0,0,0,0,0,0,0,0.4166666667,0.4166666667,-0.25,-0.1666666667,3,2,3.2,3.75,1.9,3.1,3.5,1.91,3.2,3.5,1.9,3.2,3.5,#N/A
783,11/2004,11/2004,Newcastle United,Fulham,11/2004 Newcastle United Fulham,1,4,NH,22,12,19,19,1.333333333,0.9166666667,L,W,D,D,W,W,L,L,L,W,5,9,12,LWDDW,WLLLW,8,6,0,0,0,0,0,0,0,0,0.25,-0.5833333333,0.4166666667,0.1666666667,-4,1.57,3.5,6.5,1.55,3.5,4.8,1.57,3.5,5,1.53,3.5,5.5,#N/A
784,11/2004,11/2004,Birmingham,Everton,11/2004 Birmingham Everton,0,1,NH,7,14,10,10,0.75,1.916666667,L,D,D,D,D,D,W,W,L,W,10,17,12,LDDDD,DWWLW,4,10,0,0,0,0,0,0,0,0,-0.25,0.3333333333,-1.166666667,-0.5,-7,2.37,3.1,3,2.3,2.9,2.8,2.2,3.2,2.8,2.3,3.1,2.75,#N/A
785,11/2004,11/2004,Bolton,Aston Villa,11/2004 Bolton Aston Villa,1,2,NH,19,17,14,13,1.692307692,1.384615385,D,W,W,W,L,W,D,W,L,D,8,6,13,DWWWL,WDWLD,10,8,0,0,0,0,0,0,0,0,0.3846153846,0.3076923077,0.3076923077,0.1538461538,2,2.25,3.2,3.1,2,3,3.3,2.1,3.2,3,2.05,3.1,3.2,#N/A
786,11/2004,11/2004,Charlton,Norwich,11/2004 Charlton Norwich,4,0,H,13,11,21,19,1.153846154,0.6153846154,W,L,L,D,L,D,D,L,D,D,7,18,13,WLLDL,DDLDD,4,4,0,0,0,0,0,0,0,0,-0.6153846154,-0.6153846154,0.5384615385,0,-11,1.8,3.1,5,1.75,3.2,4,1.73,3.2,4.33,1.8,3.1,4,#N/A
787,11/2004,11/2004,Fulham,Chelsea,11/2004 Fulham Chelsea,1,4,NH,16,17,20,3,1.076923077,2.230769231,W,W,L,L,L,W,W,W,L,W,9,2,13,WWLLL,WWWLW,6,12,0,0,1,0,0,0,0,0,-0.3076923077,1.076923077,-1.153846154,-0.4615384615,7,6,3.2,1.66,4.6,3.4,1.6,4.5,3.25,1.67,5.5,3.3,1.57,#N/A
788,11/2004,11/2004,Liverpool,Crystal Palace,11/2004 Liverpool Crystal Palace,3,2,H,21,13,13,16,1.538461538,0.9230769231,W,L,D,W,W,D,W,W,L,W,4,18,13,WLDWW,DWWLW,10,10,0,0,0,0,0,0,0,0,0.6153846154,-0.2307692308,0.6153846154,0,-14,1.5,3.5,8,1.5,3.7,5,1.44,3.6,6.5,1.44,3.75,6,#N/A
789,11/2004,11/2004,Manchester City,Blackburn,11/2004 Manchester City Blackburn,1,1,NH,13,10,12,25,1,0.6153846154,D,D,L,W,D,D,D,L,L,D,16,15,13,DDLWD,DDLLD,6,3,0,0,0,0,0,0,0,0,0.07692307692,-1.153846154,0.3846153846,0.2307692308,1,1.8,3.4,4.5,2,3.1,3.2,1.73,3.2,4.33,1.83,3.2,3.75,#N/A
790,11/2004,11/2004,Southampton,Portsmouth,11/2004 Southampton Portsmouth,2,1,H,10,16,16,17,0.6153846154,1.153846154,D,D,D,L,D,L,L,W,D,W,12,13,13,DDDLD,LLWDW,4,7,0,0,0,0,0,0,0,0,-0.4615384615,-0.07692307692,-0.5384615385,-0.2307692308,-1,2.4,3.2,2.87,2.1,3,3.1,2.38,3.2,2.6,2.37,3.1,2.62,#N/A
791,11/2004,11/2004,Tottenham Hotspur,Arsenal,11/2004 Tottenham Hotspur Arsenal,4,5,NH,8,32,11,13,1,2.076923077,L,L,L,L,W,D,D,L,W,W,15,1,13,LLLLW,DDLWW,3,8,0,0,0,0,0,0,0,0,-0.2307692308,1.461538462,-1.076923077,-0.3846153846,14,5.5,3.2,1.72,4,3.2,1.75,4.33,3.2,1.73,5,3.1,1.66,#N/A
792,11/2004,11/2004,Newcastle United,Manchester United,11/2004 Newcastle United Manchester United,1,3,NH,23,11,23,9,1.230769231,1.384615385,L,L,W,D,D,D,L,W,D,D,5,3,13,LLWDD,DLWDD,5,6,0,0,0,0,0,0,0,0,0,0.1538461538,-0.1538461538,-0.07692307692,2,3,3.25,2.3,2.8,2.9,2.3,2.75,3.2,2.25,2.8,3.2,2.2,#N/A
793,11/2004,11/2004,West Brom,Middlesbrough,11/2004 West Brom Middlesbrough,1,2,NH,11,20,22,15,0.6923076923,1.461538462,D,L,L,D,W,D,W,D,W,D,18,11,13,DLLDW,DWDWD,5,9,0,0,0,0,0,0,0,0,-0.8461538462,0.3846153846,-0.7692307692,-0.3076923077,7,3.1,3.1,2.3,2.8,2.9,2.3,3,3.2,2.1,2.8,3.1,2.25,#N/A
794,11/2004,11/2004,Arsenal,West Brom,11/2004 Arsenal West Brom,1,1,NH,32,11,13,22,2.076923077,0.6923076923,D,D,L,W,W,D,L,L,D,W,1,18,13,DDLWW,DLLDW,8,5,0,0,0,0,0,0,0,0,1.461538462,-0.8461538462,1.384615385,0.2307692308,-17,1.16,6.5,15,1.17,5.5,11,1.17,5.5,12,1.16,5.5,12,#N/A
795,11/2004,11/2004,Chelsea,Bolton,11/2004 Chelsea Bolton,2,2,NH,21,20,4,16,2.285714286,1.571428571,W,W,W,W,L,L,D,W,W,W,2,8,14,WWWWL,LDWWW,12,10,0,0,0,0,1,0,0,0,1.214285714,0.2857142857,0.7142857143,0.1428571429,-6,1.36,4.33,9,1.35,4,7,1.3,4,9,1.36,3.75,8,#N/A
796,11/2004,11/2004,Crystal Palace,Newcastle United,11/2004 Crystal Palace Newcastle United,0,2,NH,15,24,19,26,0.8571428571,1.142857143,L,D,W,W,L,L,L,L,W,D,18,5,14,LDWWL,LLLWD,7,4,0,0,0,0,0,0,0,0,-0.2857142857,-0.1428571429,-0.2857142857,0.2142857143,13,3.1,3.2,2.25,2.7,3,2.3,3,3.2,2.1,2.8,3.1,2.25,#N/A
797,11/2004,11/2004,Everton,Fulham,11/2004 Everton Fulham,1,0,H,15,17,11,24,1.857142857,1,W,L,D,W,W,L,W,W,L,L,17,9,14,WLDWW,LWWLL,10,6,0,0,0,0,0,0,0,0,0.2857142857,-0.5,0.8571428571,0.2857142857,8,1.83,3.25,4.5,1.75,3.2,4,1.67,3.25,4.5,1.9,2.87,4,#N/A
798,11/2004,11/2004,Manchester United,Charlton,11/2004 Manchester United Charlton,2,0,H,14,17,10,21,1.5,1.285714286,W,D,L,W,D,W,W,L,L,D,3,7,14,WDLWD,WWLLD,8,7,0,0,0,0,0,0,0,0,0.2857142857,-0.2857142857,0.2142857143,0.07142857143,-4,1.33,4.5,9.5,1.33,4,7.5,1.3,4,9,1.36,3.75,8,#N/A
799,11/2004,11/2004,Middlesbrough,Liverpool,11/2004 Middlesbrough Liverpool,2,0,H,22,21,16,15,1.571428571,1.428571429,W,D,W,D,W,L,W,L,D,W,11,4,14,WDWDW,LWLDW,11,7,0,0,0,0,0,0,0,0,0.4285714286,0.4285714286,0.1428571429,0.2857142857,7,2.5,3.2,2.75,2.3,3,2.7,2.38,3.2,2.6,2.5,3.1,2.5,#N/A
800,11/2004,11/2004,Norwich,Southampton,11/2004 Norwich Southampton,2,1,H,11,12,23,17,0.5714285714,0.7857142857,L,D,D,L,D,W,D,D,D,L,18,12,14,LDDLD,WDDDL,3,6,0,0,0,0,0,0,0,0,-0.8571428571,-0.3571428571,-0.2142857143,-0.2142857143,6,2.37,3.1,3,2.3,2.9,2.8,2.2,3.25,2.75,2.25,3.2,2.75,#N/A
801,11/2004,11/2004,Portsmouth,Manchester City,11/2004 Portsmouth Manchester City,1,3,NH,17,14,20,13,1.071428571,1,L,L,L,W,D,D,D,D,L,W,13,16,14,LLLWD,DDDLW,4,6,0,0,0,0,0,0,0,0,-0.2142857143,0.07142857143,0.07142857143,-0.1428571429,-3,2.3,3.25,3,2,3.1,3.2,2,3.2,3.2,2.1,3.2,3,#N/A
802,11/2004,11/2004,Blackburn,Birmingham,11/2004 Blackburn Birmingham,3,3,NH,11,8,26,11,0.6428571429,0.8571428571,D,D,D,L,L,L,W,L,D,D,15,10,14,DDDLL,LWLDD,3,5,0,0,0,0,0,0,0,0,-1.071428571,-0.2142857143,-0.2142857143,-0.1428571429,5,2.3,3.1,3.1,2.2,3,2.9,2.2,3.2,2.8,2.37,3,2.7,#N/A
803,11/2004,11/2004,Aston Villa,Tottenham Hotspur,11/2004 Aston Villa Tottenham Hotspur,1,0,H,19,12,14,16,1.5,0.9285714286,W,W,D,W,L,L,L,L,L,L,6,15,14,WWDWL,LLLLL,10,0,0,0,0,0,0,0,1,1,0.3571428571,-0.2857142857,0.5714285714,0.7142857143,-9,2,3.2,3.75,1.85,3.1,3.6,1.73,3.2,4.33,1.9,3.1,3.6,#N/A
804,11/2004,11/2004,Birmingham,Norwich,11/2004 Birmingham Norwich,1,1,NH,8,11,11,23,0.8571428571,0.5714285714,L,W,L,D,D,L,D,D,L,D,10,18,14,LWLDD,LDDLD,5,3,0,0,0,0,0,0,0,0,-0.2142857143,-0.8571428571,0.2857142857,0.1428571429,-8,1.83,3.25,4.5,1.8,3.1,3.8,1.73,3.2,4.33,1.83,3,4,#N/A
805,11/2004,11/2004,Bolton,Portsmouth,11/2004 Bolton Portsmouth,0,1,NH,22,18,18,20,1.533333333,1.2,D,L,D,W,W,W,L,L,L,W,8,13,15,DLDWW,WLLLW,8,6,0,0,0,0,0,0,0,0,0.2666666667,-0.1333333333,0.3333333333,0.1333333333,-5,1.61,3.4,6,1.65,3.3,4.4,1.62,3.25,5,1.61,3.3,5,#N/A
806,11/2004,11/2004,Charlton,Chelsea,11/2004 Charlton Chelsea,0,4,NH,17,23,23,6,1.2,2.2,L,W,W,L,L,D,W,W,W,W,7,2,15,LWWLL,DWWWW,6,13,0,0,0,0,1,0,0,0,-0.4,1.133333333,-1,-0.4666666667,5,6.5,3.5,1.57,4.4,3.3,1.65,5.5,3.5,1.53,6,3.25,1.53,#N/A
807,11/2004,11/2004,Fulham,Blackburn,11/2004 Fulham Blackburn,0,2,NH,17,14,25,29,0.9333333333,0.6666666667,L,L,W,W,L,D,D,D,D,L,9,15,15,LLWWL,DDDDL,6,4,0,0,0,0,0,0,0,0,-0.5333333333,-1,0.2666666667,0.1333333333,-6,1.9,3.3,4,1.9,3.1,3.5,1.8,3.2,4,1.83,3,4,#N/A
808,11/2004,11/2004,Manchester City,Aston Villa,11/2004 Manchester City Aston Villa,2,0,H,17,20,14,14,1.133333333,1.6,W,D,D,D,L,W,W,W,D,W,16,6,15,WDDDL,WWWDW,6,13,0,0,0,0,0,0,0,0,0.2,0.4,-0.4666666667,-0.4666666667,10,2.3,3.25,3,2.2,3,2.9,2.25,3.2,2.75,2.2,3.2,2.8,#N/A
809,11/2004,11/2004,Southampton,Crystal Palace,11/2004 Southampton Crystal Palace,2,2,NH,13,15,19,21,0.7333333333,0.8,L,W,D,D,D,L,L,D,W,W,12,18,15,LWDDD,LLDWW,6,7,0,0,0,0,0,0,0,0,-0.4,-0.4,-0.06666666667,-0.06666666667,-6,2,3.2,3.75,1.9,3.1,3.5,1.83,3.2,3.75,2,3,3.4,#N/A
810,11/2004,11/2004,West Brom,Manchester United,11/2004 West Brom Manchester United,0,3,NH,13,16,25,10,0.6666666667,1.6,D,L,D,L,L,W,W,D,L,W,18,3,15,DLDLL,WWDLW,2,10,0,0,0,0,0,0,0,0,-0.8,0.4,-0.9333333333,-0.5333333333,15,7,3.6,1.53,4.8,3.5,1.55,6.5,3.6,1.44,6,3.25,1.53,#N/A
811,11/2004,11/2004,Liverpool,Arsenal,11/2004 Liverpool Arsenal,2,1,H,23,38,16,18,1.533333333,2.066666667,W,L,W,L,D,D,W,D,D,L,4,1,15,WLWLD,DWDDL,7,6,0,0,0,0,0,0,0,0,0.4666666667,1.333333333,-0.5333333333,0.06666666667,3,3.4,3.25,2.1,2.9,3,2.2,2.75,3.2,2.25,3.1,3.1,2.1,#N/A
812,11/2004,11/2004,Newcastle United,Everton,11/2004 Newcastle United Everton,1,1,NH,26,16,26,11,1.266666667,1.933333333,W,L,L,L,W,W,W,L,D,W,5,17,15,WLLLW,WWLDW,6,10,0,0,0,0,0,0,0,0,0,0.3333333333,-0.6666666667,-0.2666666667,-12,1.83,3.25,4.5,1.9,3.1,3.5,1.8,3.2,4,1.8,3.1,4,#N/A
813,11/2004,11/2004,Tottenham Hotspur,Middlesbrough,11/2004 Tottenham Hotspur Middlesbrough,2,0,H,12,24,17,16,0.8666666667,1.666666667,L,L,L,L,L,W,W,D,W,D,15,11,15,LLLLL,WWDWD,0,11,0,0,1,1,0,0,0,0,-0.3333333333,0.5333333333,-0.8,-0.7333333333,4,2.5,3.1,2.8,2.7,3,2.3,2.38,3.2,2.6,2.37,3.1,2.62,#N/A
814,12/2004,12/2004,Arsenal,Birmingham,12/2004 Arsenal Birmingham,3,0,H,38,11,18,14,2.066666667,0.8666666667,D,W,D,D,L,D,L,W,L,D,1,10,15,DWDDL,DLWLD,6,5,0,0,0,0,0,0,0,0,1.333333333,-0.2,1.2,0.06666666667,-9,1.33,4.5,9.5,1.35,4,7,1.29,4.33,9,1.28,4.5,8,#N/A
815,12/2004,12/2004,Aston Villa,Liverpool,12/2004 Aston Villa Liverpool,1,1,NH,20,24,16,17,1.5,1.5,L,W,W,W,D,D,W,L,W,L,6,4,16,LWWWD,DWLWL,10,7,0,0,0,0,0,0,0,0,0.25,0.4375,0,0.1875,2,2.5,3.2,2.75,2.5,3,2.5,2.38,3.2,2.6,2.4,3.1,2.6,#N/A
816,12/2004,12/2004,Blackburn,Tottenham Hotspur,12/2004 Blackburn Tottenham Hotspur,0,1,NH,16,14,29,17,0.8125,1,W,D,D,D,D,W,L,L,L,L,15,15,16,WDDDD,WLLLL,7,3,0,0,0,0,0,0,1,0,-0.8125,-0.1875,-0.1875,0.25,0,2.5,3.2,2.75,2.3,3,2.7,2.25,3.2,2.75,2.37,3,2.7,#N/A
817,12/2004,12/2004,Chelsea,Newcastle United,12/2004 Chelsea Newcastle United,4,0,H,27,27,6,27,2.25,1.25,W,D,W,W,W,D,W,L,L,L,2,5,16,WDWWW,DWLLL,13,4,1,0,0,0,0,0,1,0,1.3125,0,1,0.5625,-3,1.44,4,7.5,1.4,3.9,6,1.4,3.75,7,1.44,3.6,6.5,#N/A
818,12/2004,12/2004,Everton,Bolton,12/2004 Everton Bolton,3,2,H,17,22,12,19,1.875,1.4375,D,W,W,L,D,L,D,L,D,W,17,8,16,DWWLD,LDLDW,8,5,0,0,0,0,0,0,0,0,0.3125,0.1875,0.4375,0.1875,9,2,3.2,3.75,1.9,3.1,3.5,1.91,3.2,3.5,2,2.87,3.6,#N/A
819,12/2004,12/2004,Manchester United,Southampton,12/2004 Manchester United Southampton,3,0,H,19,15,10,21,1.6875,0.75,W,W,W,D,L,D,L,W,D,D,3,12,16,WWWDL,DLWDD,10,6,0,0,0,0,0,0,0,0,0.5625,-0.375,0.9375,0.25,-9,1.22,5.5,13,1.2,5,10,1.2,5,11,1.22,5,9.5,#N/A
820,12/2004,12/2004,Norwich,Fulham,12/2004 Norwich Fulham,0,1,NH,14,17,25,27,0.75,0.875,D,W,L,D,D,L,L,L,W,W,18,9,16,DWLDD,LLLWW,6,6,0,0,0,0,0,0,0,0,-0.6875,-0.625,-0.125,0,9,2.37,3.25,2.87,2.2,3,2.9,2.2,3.25,2.75,2.3,3,2.8,#N/A
821,12/2004,12/2004,Portsmouth,West Brom,12/2004 Portsmouth West Brom,3,2,H,21,13,22,28,1.3125,0.625,W,W,L,L,L,L,D,L,D,L,13,18,16,WWLLL,LDLDL,6,2,0,0,1,0,0,0,0,0,-0.0625,-0.9375,0.6875,0.25,-5,1.83,3.3,4.33,1.8,3.1,3.8,1.62,3.5,4.5,1.83,2.87,4.33,#N/A
822,12/2004,12/2004,Crystal Palace,Charlton,12/2004 Crystal Palace Charlton,0,1,NH,17,17,23,27,0.8125,1.125,D,L,L,D,W,L,L,W,W,L,18,7,16,DLLDW,LLWWL,5,6,0,0,0,0,0,0,0,0,-0.375,-0.625,-0.3125,-0.0625,11,2.37,3.2,2.9,2.3,3,2.7,2.38,3.2,2.6,2.3,3.1,2.75,#N/A
823,12/2004,12/2004,Middlesbrough,Manchester City,12/2004 Middlesbrough Manchester City,3,2,H,24,19,18,14,1.5625,1.25,L,W,W,D,W,W,W,D,D,D,11,16,16,LWWDW,WWDDD,10,9,0,0,0,0,0,0,0,0,0.375,0.3125,0.3125,0.0625,-5,1.83,3.25,4.5,1.85,3.1,3.6,1.8,3.2,4,1.83,3.2,3.75,#N/A
824,12/2004,12/2004,Crystal Palace,Blackburn,12/2004 Crystal Palace Blackburn,0,0,NH,17,16,23,29,0.8125,0.8125,D,L,L,D,W,W,D,D,D,D,18,15,16,DLLDW,WDDDD,5,7,0,0,0,0,0,0,0,0,-0.375,-0.8125,0,-0.125,3,2.3,3.25,3,2.4,3,2.6,2.2,3.2,2.8,2.25,3.2,2.75,#N/A
825,12/2004,12/2004,Everton,Liverpool,12/2004 Everton Liverpool,1,0,H,20,24,14,18,1.941176471,1.411764706,W,D,W,W,L,L,D,W,L,W,17,4,17,WDWWL,LDWLW,10,7,0,0,0,0,0,0,0,0,0.3529411765,0.3529411765,0.5294117647,0.1764705882,13,2.6,3.2,2.62,2.5,3,2.5,2.38,3,2.75,2.5,3.1,2.5,#N/A
