	Unnamed: 0	Date	HomeTeam	AwayTeam	FTHG	FTAG	FTR	HTGS	ATGS	HTGC	ATGC	HTP	ATP	HM1	HM2	HM3	HM4	HM5	AM1	AM2	AM3	AM4	AM5	HomeTeamLP	AwayTeamLP	MW	HTFormPtsStr	ATFormPtsStr	HTFormPts	ATFormPts	HTWinStreak3	HTWinStreak5	HTLossStreak3	HTLossStreak5	ATWinStreak3	ATWinStreak5	ATLossStreak3	ATLossStreak5	HTGD	ATGD	DiffPts	DiffFormPts	DiffLP	B365H	B365D	B365A	OddsOutput	IWH	IWD	IWA	LBH	LBD	LBA	WHH	WHD	WHA	Commentary	Season
394	394	24/05/2015	Stoke City	Liverpool	6	1	H	42	51	44	42	1.342105263	1.631578947	D	W	L	D	W	L	D	W	L	D	9	2	38	DWLDW	LDWLD	8	5	0	0	0	0	0	0	0	0	-0.052631579	0.236842105	-0.289473684	0.078947368	7	3.5	3.6	2.15	HL	3.3	3.3	2.1	3.3	3.5	2.2	3.3	3.3	2.2	Liverpool Liverpool ' Liverpool will secure a place in next season ' s europa league group stage if they beat Stoke City in what will be Stoke City Liverpool ' s 710th and final appearance for the club . Stoke City are guaranteed a top-half finish for the second season in a row and have already surpassed their highest premier league points tally , but mark Stoke City will not want to end the season with a defeat . harry edwards	14/15
395	395	08/08/2015	Bournemouth	Aston Villa	0	1	NH	0	0	0	0	0.0	0.0	M	M	M	M	M	M	M	M	M	M	18	17	1	MMMMM	MMMMM	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1	2.0	3.6	4.0	HW	2.1	3.3	3.3	2.05	3.3	4.0	1.91	3.5	4.0	the moment has arrived and Bournemouth can hardly wait to get going . their first ever season in the top flight begins with a home game against Aston Villa Aston Villa , the Bournemouth stadium should be rocking and eddie Bournemouth ' s side will be determined to prove that winning the championship was no fluke . as for Aston Villa , there is an air of uncertainty around tim sherwood ' s side after the sale of Aston Villa Aston Villa and Bournemouth Aston Villa . jacob steinberg	15/16
396	396	08/08/2015	Chelsea	Swansea City	2	2	NH	0	0	0	0	0.0	0.0	M	M	M	M	M	M	M	M	M	M	1	8	1	MMMMM	MMMMM	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	-7	1.36	5.0	11.0	HW	1.33	4.8	8.3	1.4	4.5	10.0	1.4	4.0	10.0	defeats in their final two pre-season matches plus doubts over Chelsea Chelsea ' s perennial hamstring problems have given jose mourinho a major headache before the first match of their title defence . having won at old trafford on opening day last year , a Swansea City side bolstered by the arrival of ghana forward andre Swansea City will provide a real test of Chelsea ' s readiness for the new campaign . ed aarons	15/16
397	397	08/08/2015	Leicester City	Sunderland	4	2	H	0	0	0	0	0.0	0.0	M	M	M	M	M	M	M	M	M	M	14	16	1	MMMMM	MMMMM	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	-2	1.95	3.5	4.33	HW	2.0	3.3	3.6	2.0	3.4	4.2	2.0	3.1	2.7	it was against Sunderland last may that Leicester City secured their premier league status and the aim is to beat the same opponents at the start of an uncertain campaign . nigel pearson has gone , claudio Leicester City has arrived , and few believe that change is for the better . the visitors kept their manager over the summer and brought in some interesting additions , most notably Sunderland m ' vila . sachin nakrani	15/16
398	398	08/08/2015	Manchester United	Tottenham Hotspur	1	0	H	0	0	0	0	0.0	0.0	M	M	M	M	M	M	M	M	M	M	4	5	1	MMMMM	MMMMM	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	-1	1.65	4.0	6.0	HW	1.65	3.6	5.1	1.67	4.0	5.5	1.62	3.6	6.0	louis Manchester United Manchester United does not wish to suffer a repeat of last season ' s opening day defeat to swansea city at old Manchester United yet he enters this match with unwanted headaches . david Manchester United Manchester United Manchester United not play because he is distracted by real madrid ' s interest and to replace his no1 the manager has only the untested sam johnstone or Manchester United Manchester United . Manchester United Manchester United , his headline central midfield summer signing , is not match-fit and , if Manchester United Manchester United was to suffer injury , Manchester United Manchester United has only Manchester United hernandez or Manchester United Manchester United to replace his central striker . given the PS230m investment the manager has overseen in his 12 months in charge Manchester United should still defeat Tottenham Hotspur . jamie jackson	15/16
399	399	08/08/2015	Norwich City	Crystal Palace	1	3	NH	0	0	0	0	0.0	0.0	M	M	M	M	M	M	M	M	M	M	18	10	1	MMMMM	MMMMM	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	8	2.55	3.3	3.0	HW	2.4	3.2	2.85	2.62	3.2	2.9	2.6	3.1	2.88	Norwich City return to the top flight in reasonable fettle although Norwich City Norwich City , the midfielder signed from west brom , misses out with a broken metatarsal . another new signing , Norwich City Norwich City from hull , is likely to fill in for the injured Norwich City Norwich City at left-back . Crystal Palace Crystal Palace should start for Crystal Palace Crystal Palace despite bournemouth ' s interest , and Crystal Palace Crystal Palace will make his debut . nick ames	15/16
400	400	09/08/2015	Arsenal	West Ham United	0	2	NH	0	0	0	0	0.0	0.0	M	M	M	M	M	M	M	M	M	M	3	12	1	MMMMM	MMMMM	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	-9	1.29	6.0	12.0	HW	1.33	4.8	8.3	1.29	5.5	12.0	1.3	5.0	11.0	things have not started well for slaven West Ham United and , after his europa league shadow team selection gamble backfired and West Ham United West Ham United were knocked out of the competition by astra giurgiu , their supporters are already grumbling . perhaps , in time , West Ham United will be glad to be free of a draining european campaign but right now he needs a tonic and Arsenal , who are flying high after their community shield victory , looks like a daunting assignment . Arsenal hytner	15/16
401	401	09/08/2015	Newcastle United	Southampton	2	2	NH	0	0	0	0	0.0	0.0	M	M	M	M	M	M	M	M	M	M	15	7	1	MMMMM	MMMMM	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	8	2.88	3.3	2.7	HL	2.65	3.3	2.5	2.88	3.3	2.6	2.7	3.1	2.7	erwin Southampton , Southampton ' s assistant manager , is expected to be in charge of the away side while his brother ronald recovers from an operation to repair a ruptured achilles tendon . there is also a change of personnel in the home dug-out where steve mcclaren makes his first competitive appearance as Newcastle United united ' s manager . it is the former england coach ' s first return to the premier league since leaving middlesbrough nine years ago and tynesiders will be keen to assess his philosophy and tactics while also taking a first look at Newcastle United ' s three summer signings , Newcastle United Newcastle United , alexsandar Newcastle United and Newcastle United Newcastle United . louise Newcastle United	15/16
402	402	09/08/2015	Stoke City	Liverpool	0	1	NH	0	0	0	0	0.0	0.0	M	M	M	M	M	M	M	M	M	M	9	6	1	MMMMM	MMMMM	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	3	3.4	3.4	2.3	HL	2.9	3.3	2.3	3.4	3.3	2.3	3.3	3.1	2.3	perhaps 77 days is not enough time to heal the scars of a club ' s heaviest defeat for 52 years but Liverpool return to the britannia stadium needing immediate evidence of progress after another summer of big investment . both teams have undergone substantial change since Stoke City humiliated brendan rodgers ' men 6-1 on the final day of last season with mark Stoke City making eight signings this summer , including the former Liverpool right-back Stoke City Stoke City , compared to Liverpool ' s seven . Stoke City Stoke City ' injury and Stoke City n ' zonzi ' s exit could impact on Stoke City ' s strength down their spine . Stoke City hunter	15/16
403	403	14/08/2015	Aston Villa	Manchester United	0	1	NH	1	1	0	0	1.5	1.5	W	M	M	M	M	W	M	M	M	M	17	4	2	WMMMM	WMMMM	3	3	0	0	0	0	0	0	0	0	0.5	0.5	0.0	0.0	13	5.5	3.8	1.73	HL	5.0	3.6	1.67	5.5	3.6	1.73	5.5	3.6	1.75	louis Manchester United Manchester United ' s goalkeeping troubles continue , with neither david Manchester United Manchester United or victor valdes available for Manchester United Manchester United . but Manchester United Manchester United , with 62 caps for argentina to his name and a clean sheet on debut , is not a bad third-choice option to have . Aston Villa Aston Villa ' s new signing jose angel Aston Villa is still out with a knee problem but Aston Villa kozak may feature for the first time since january 2014 after recovering from a nasty leg break . rich flower	15/16
404	404	15/08/2015	Southampton	Everton	0	3	NH	2	2	2	2	0.5	0.5	D	M	M	M	M	D	M	M	M	M	7	11	2	DMMMM	DMMMM	1	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	-4	1.95	3.6	4.33	HW	2.1	3.2	3.4	2.0	3.3	4.33	2.0	3.25	4.0	Everton Everton is expected to recover from a knock picked up against watford but Everton will be without Everton Everton who will miss 12-14 weeks following ankle surgery . ronald Southampton is missing Southampton Southampton after the midfielder injured his ankle playing for the under-21s while the defender Southampton Southampton has a sinus infection . Southampton Southampton should be available though after playing 65 minutes at newcastle last sunday . Southampton robinson	15/16
405	405	15/08/2015	Sunderland	Norwich City	1	3	NH	2	1	4	3	0.0	0.0	L	M	M	M	M	L	M	M	M	M	16	18	2	LMMMM	LMMMM	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0.0	0.0	-2	2.5	3.3	3.1	HW	2.3	3.3	2.9	2.4	3.3	3.1	2.5	3.0	3.0	after Sunderland ' s 4-2 defeat at leicester last weekend the stadium of Sunderland is likely to be extremely nervous . dick advocaat aims to adjust the mood by offering Sunderland m ' vila a debut alongside Sunderland Sunderland in central midfield . on loan from rubin kazan , m ' vila has already made quite an impact , having been sent off for head-butting an opponent in an appearance for Sunderland ' s under-21s . with his consequent suspension not affecting first team games , he may well be tasked with cramping Norwich City Norwich City ' s style.louise taylor	15/16
406	406	15/08/2015	Swansea City	Newcastle United	2	0	H	2	2	2	2	0.5	0.5	D	M	M	M	M	D	M	M	M	M	8	15	2	DMMMM	DMMMM	1	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	-7	1.95	3.6	4.33	HW	1.9	3.45	3.8	1.95	3.5	4.2	1.95	3.2	4.33	Swansea City and Newcastle United will be looking to build on 2-2 draws in their opening matches . garry monk confirmed that Swansea City sung-yueng returned to training yesterday after limping off with a hamstring injury against chelsea , but a decision on his fitness will be left to the last minute . Newcastle United are without Newcastle United Newcastle United and remy Newcastle United but PS13m striker Newcastle United Newcastle United is in contention to start after coming off the bench last weekend , though the man he may replace , Newcastle United cisse , has four goals in his previous three visits to south wales . sam robinson	15/16
407	407	15/08/2015	Tottenham Hotspur	Stoke City	2	2	NH	0	0	1	1	0.0	0.0	L	M	M	M	M	L	M	M	M	M	5	9	2	LMMMM	LMMMM	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0.0	0.0	-4	1.8	3.75	5.0	HW	1.7	3.6	4.7	1.8	3.75	4.75	1.8	3.3	5.0	both of these teams lost their opening-day games so it will be intriguing to see how they approach this match - will fear of another defeat take over or will a determination to get off to winning ways see an outbreak of attacking play ? either way , Stoke City ' s PS12m signing Stoke City Stoke City will not be involved due to a suspension carried over from his time playing for internazionale . sachin nakrani	15/16
408	408	15/08/2015	Watford	West Brom	0	0	NH	2	0	2	3	0.5	0.0	D	M	M	M	M	L	M	M	M	M	18	13	2	DMMMM	LMMMM	1	0	0	0	0	0	0	0	0	0	0.0	-1.5	0.5	0.5	5	2.3	3.4	3.4	HW	2.4	3.2	2.85	2.3	3.4	3.2	2.3	3.2	3.2	if Watford have changed hugely since the pozzo takeover , it ' s probably just as well : in 11 matches against the old-style club , as manager of gillingham , bristol city , plymouth and stoke , tony West Brom lost only once , with five wins and five draws . West Brom West Brom will want to atone for a feeble performance against manchester city . both clubs ' record signings , Watford Watford and salomon rondon , could debut from the bench . simon burnton	15/16
409	409	15/08/2015	West Ham United	Leicester City	1	2	NH	2	4	0	2	1.5	1.5	W	M	M	M	M	W	M	M	M	M	12	14	2	WMMMM	WMMMM	3	3	0	0	0	0	0	0	0	0	1.0	1.0	0.0	0.0	-2	2.25	3.5	3.4	HW	2.2	3.3	3.1	2.25	3.4	3.3	2.3	3.2	3.2	slaven West Ham United ' s West Ham United West Ham United stunned arsenal at the emirates stadium but he has warned they will have to perform at the same level against Leicester City , who thrashed sunderland at the Leicester City Leicester City stadium . West Ham United oxford should start in midfield again for West Ham United West Ham United after his starring role against arsenal , while Leicester City Leicester City is expected to play for Leicester City after the club disciplined him for making a racial slur at a fellow gambler in a casino . Leicester City steinberg	15/16
410	410	16/08/2015	Crystal Palace	Arsenal	1	2	NH	3	0	1	2	1.5	0.0	W	M	M	M	M	L	M	M	M	M	10	3	2	WMMMM	LMMMM	3	0	0	0	0	0	0	0	0	0	1.0	-1.0	1.5	1.5	7	5.25	3.9	1.73	HL	4.7	3.6	1.7	5.0	3.75	1.75	5.0	3.5	1.75	"Arsenal are in familiar territory . after the shock defeat to west ham , which actually did not feel that shocking , they must , to borrow the well-worn arsene Arsenal line , show that they have the quality to respond . "" it ' s how you respond that makes your season , "" Arsenal said , for the 187th time . Arsenal sanchez is champing at the bit to be unleashed from the start but it will not be easy at Crystal Palace , where morale is high . Arsenal hytner"	15/16
411	411	16/08/2015	Manchester City	Chelsea	3	0	H	3	2	0	2	1.5	0.5	W	M	M	M	M	D	M	M	M	M	2	1	2	WMMMM	DMMMM	3	1	0	0	0	0	0	0	0	0	1.5	0.0	1.0	1.0	1	2.1	3.5	3.75	HW	2.1	3.3	3.3	2.1	3.4	3.75	2.15	3.2	3.6	Chelsea have suffered after the 2-2 draw with swansea and the breakdown between jose mourinho and first-team doctor eva carneiro . whether the latter will materially affect the club is to be discovered , and following Manchester City ' s fine 3-0 win at west brom , which albion manuel Manchester City ' s side are favourites . however , it still would not surprise if mourinho leaves the Manchester City stadium with three points . jamie jackson	15/16
412	412	17/08/2015	Liverpool	Bournemouth	1	0	H	1	0	0	1	1.5	0.0	W	M	M	M	M	L	M	M	M	M	6	18	2	WMMMM	LMMMM	3	0	0	0	0	0	0	0	0	0	0.5	-0.5	1.5	1.5	-12	1.45	4.75	8.0	HW	1.4	4.4	7.3	1.45	4.5	7.5	1.5	4.2	6.5	Bournemouth ' s first away game as a premier league club takes them to Liverpool where eddie Bournemouth will be looking for his newly-promoted side to rectify the profligacy that contributed to their opening defeat by aston villa . Liverpool created fewer chances in their first game at stoke city but took the three points that matter and , for all the pressure on brendan rodgers going into the campaign , his club have an ideal chance to start with two wins for only the fifth time in the premier league era . andy hunter	15/16
413	413	22/08/2015	Crystal Palace	Aston Villa	2	1	H	4	1	3	1	1.0	1.0	L	W	M	M	M	L	W	M	M	M	10	17	3	LWMMM	LWMMM	3	3	0	0	0	0	0	0	0	0	0.333333333	0.0	0.0	0.0	-7	1.85	3.6	4.75	HW	1.9	3.4	3.9	1.85	3.5	4.5	1.85	3.4	4.5	three points apiece after two games is a solid return for both sides but as they face chelsea , manchester city and tottenham next , Crystal Palace ' s need is greater . there was no shame in the narrow defeat to arsenal last week but last season ' s record of 10 defeats at Crystal Palace Aston Villa was poor . by contrast , Aston Villa won at bournemouth on the opening day and will be confident they can repeat last season ' s victory on saturday afternoon . ed aarons	15/16
414	414	22/08/2015	Leicester City	Tottenham Hotspur	1	1	NH	6	2	3	3	2.0	0.333333333	W	W	M	M	M	D	L	M	M	M	14	5	3	WWMMM	DLMMM	6	1	0	0	0	0	0	0	0	0	1.0	-0.333333333	1.666666667	1.666666667	9	2.63	3.6	2.75	HW	2.6	3.2	2.6	2.7	3.4	2.7	2.7	3.1	2.7	this week ' s capture of the swiss international gokhan Leicester City for PS5m added to the happy vibes that Leicester City city have been emitting since their dashing start to the season under claudio Leicester City . it will be interesting to whether Leicester City ' s arrival will lead to the manager tinkering with a line-up that has recorded wins in their first two matches . Tottenham Hotspur need to improve the support to Tottenham Hotspur Tottenham Hotspur and wring more resilience from a defence that folded late against stoke last week if they are to stop Leicester City making it three wins in a row . Leicester City doyle	15/16
415	415	22/08/2015	Manchester United	Newcastle United	0	0	NH	2	2	0	4	2.0	0.333333333	W	W	M	M	M	L	D	M	M	M	4	15	3	WWMMM	LDMMM	6	1	0	0	0	0	0	0	0	0	0.666666667	-0.666666667	1.666666667	1.666666667	-11	1.36	5.25	10.0	HW	1.35	4.8	7.6	1.36	5.0	9.5	1.36	5.0	8.0	louis Manchester United Manchester United Manchester United be confident Manchester United Manchester United continue to improve on their solid start to the season . with Manchester United Manchester United misfiring , the manager Manchester United more than likely lean on the fast-flourishing attacking threat of Manchester United Manchester United to break down Newcastle United . steve mcclaren Manchester United be conscious that Newcastle United ' s defending has to improve , after jefferson montero tore them apart last saturday , if they are to secure a positive result from the encounter . graham searles	15/16
